CustomerID,PurchaseDate,TransactionAmount,ProductInformation,OrderID,Location
7797,2022-09-07,974.09,Product C,890423,Tokyo
4271,2022-09-07,223.21,Product D,890747,New York
2902,2022-09-07,834.68,Product B,890765,New York
8001,2022-09-07,823.35,Product A,896832,New York
9615,2022-09-07,204.12,Product B,894898,New York
4150,2022-09-07,742.87,Product C,891802,Paris
6319,2022-09-07,669.38,Product B,896973,Paris
3399,2022-09-07,1551.58,Product A,892266,London
8094,2022-09-07,1744.27,Product B,892633,Paris
1992,2022-09-07,911.06,Product D,893275,London
7543,2022-09-07,464.48,Product D,892944,Paris
7809,2022-09-07,1331.47,Product B,895667,London
4022,2022-09-07,363.5,Product A,891307,Tokyo
9680,2022-09-07,670.02,Product A,891880,Paris
9105,2022-09-07,1531.47,Product D,892075,London
2417,2022-09-08,846.01,Product B,892255,Paris
5438,2022-09-08,1257.37,Product A,892437,Tokyo
2940,2022-09-08,759.96,Product D,894602,New York
6816,2022-09-08,1082.26,Product C,891209,New York
4232,2022-09-08,1051.83,Product D,893678,Tokyo
3846,2022-09-08,431.07,Product A,891425,Tokyo
7939,2022-09-08,418.64,Product B,892962,Tokyo
8879,2022-09-08,919.95,Product B,894561,New York
6770,2022-09-08,269.85,Product A,891203,London
6703,2022-09-08,546.41,Product B,892790,London
6210,2022-09-08,975.09,Product C,896589,New York
4275,2022-09-08,644.91,Product A,892170,New York
3662,2022-09-08,704.96,Product B,893359,New York
5687,2022-09-08,780.9,Product D,897183,Paris
2063,2022-09-08,827.37,Product A,894418,New York
1833,2022-09-08,370.96,Product B,896274,London
3521,2022-09-08,581.51,Product D,895558,Paris
1984,2022-09-08,277.62,Product D,892325,London
8685,2022-09-08,658.9,Product B,893631,Paris
3747,2022-09-08,428.4,Product C,895733,London
2658,2022-09-09,847.57,Product C,895901,London
5201,2022-09-09,398.67,Product D,896078,London
3230,2022-09-09,912.84,Product B,896308,Paris
3230,2022-09-09,857.86,Product A,896300,Paris
2847,2022-09-09,299.4,Product C,891765,Tokyo
8381,2022-09-09,940.5,Product D,897472,Tokyo
6963,2022-09-09,130.33,Product C,893168,Paris
4470,2022-09-09,256.36,Product B,897510,London
8579,2022-09-09,1892.98,Product D,891752,Tokyo
2404,2022-09-09,864.12,Product D,896326,Tokyo
3223,2022-09-09,324.98,Product C,897295,London
9004,2022-09-09,760.07,Product D,894565,London
4401,2022-09-09,761.83,Product C,890382,Paris
5051,2022-09-09,465.07,Product A,891461,Paris
2011,2022-09-09,364.21,Product A,896869,Paris
4727,2022-09-09,588.34,Product D,895937,New York
1207,2022-09-09,408.14,Product B,897080,New York
6277,2022-09-09,1546.92,Product C,894779,Tokyo
3634,2022-09-09,612.12,Product D,892767,New York
9510,2022-09-09,1348.28,Product C,895485,Paris
9693,2022-09-09,726.02,Product B,894213,Tokyo
4624,2022-09-09,891.29,Product D,897355,Paris
8796,2022-09-09,566.04,Product A,894668,New York
2036,2022-09-09,759.11,Product C,896146,New York
9514,2022-09-10,794.11,Product C,893749,Paris
8135,2022-09-10,1724.51,Product C,891364,London
2124,2022-09-10,1571.32,Product C,896352,Tokyo
2728,2022-09-10,376.99,Product D,896291,London
3267,2022-09-10,910.24,Product D,897202,Paris
4762,2022-09-10,794.06,Product D,891841,New York
9538,2022-09-10,805.93,Product D,895356,London
8362,2022-09-10,544.1,Product D,892288,Tokyo
1025,2022-09-10,117.89,Product D,894910,Tokyo
2404,2022-09-10,1141.55,Product C,896323,London
8269,2022-09-10,1477.6,Product D,891144,New York
2531,2022-09-10,957.66,Product B,893337,New York
6873,2022-09-10,262.02,Product C,894269,Tokyo
1713,2022-09-10,608.35,Product A,894968,New York
9564,2022-09-10,779.36,Product C,890819,Paris
8542,2022-09-10,1122.2,Product C,892885,Paris
8532,2022-09-10,453.69,Product C,897460,Paris
6517,2022-09-10,941.03,Product B,897336,Tokyo
1392,2022-09-10,1050.33,Product B,893834,London
9008,2022-09-10,1784.96,Product C,890683,Paris
8484,2022-09-10,274.16,Product A,896918,New York
2926,2022-09-10,234.4,Product C,897397,Tokyo
6828,2022-09-10,589.31,Product D,893285,New York
6820,2022-09-10,127.03,Product C,891561,London
9374,2022-09-10,360.53,Product B,892053,Paris
2341,2022-09-11,427.31,Product A,894279,New York
3399,2022-09-11,1507.0,Product C,892278,London
6598,2022-09-11,974.32,Product A,897565,Paris
1120,2022-09-11,1136.69,Product B,894233,Tokyo
9584,2022-09-11,573.32,Product B,890321,New York
8879,2022-09-11,1062.07,Product B,894559,London
6077,2022-09-11,825.02,Product B,890693,Paris
3203,2022-09-11,867.2,Product A,897419,Tokyo
1879,2022-09-11,108.36,Product D,890794,London
1464,2022-09-11,523.81,Product C,890658,New York
8370,2022-09-11,1056.44,Product B,895967,Paris
4157,2022-09-11,399.96,Product B,890999,Paris
7046,2022-09-11,213.7,Product B,893876,New York
2970,2022-09-11,460.46,Product D,897718,Tokyo
5382,2022-09-11,107.5,Product A,894855,Tokyo
4510,2022-09-11,507.17,Product B,894378,Tokyo
2617,2022-09-11,648.98,Product C,890219,Tokyo
1120,2022-09-12,1739.45,Product A,894227,New York
4982,2022-09-12,1658.16,Product C,897704,Tokyo
5861,2022-09-12,664.76,Product D,891494,Paris
9674,2022-09-12,1114.9,Product D,892835,New York
1166,2022-09-12,303.76,Product C,894327,Paris
7437,2022-09-12,802.46,Product D,892931,London
6302,2022-09-12,244.73,Product C,895712,London
8199,2022-09-12,567.45,Product A,894317,Paris
7984,2022-09-12,273.78,Product D,895470,Paris
1721,2022-09-12,454.44,Product B,897020,Paris
2527,2022-09-12,742.95,Product B,891721,London
2075,2022-09-12,1312.55,Product D,892411,Paris
7606,2022-09-12,1515.75,Product B,893055,Paris
5059,2022-09-12,756.93,Product D,892125,Paris
9700,2022-09-12,784.86,Product D,891661,Paris
2625,2022-09-12,195.97,Product D,897557,New York
3954,2022-09-12,161.54,Product B,896399,London
9267,2022-09-12,283.06,Product C,891186,New York
4762,2022-09-12,733.93,Product B,891850,New York
9426,2022-09-12,1641.46,Product A,896639,London
2752,2022-09-12,426.11,Product D,891907,Paris
5888,2022-09-12,250.7,Product B,894641,New York
2229,2022-09-12,388.63,Product A,895265,New York
2063,2022-09-12,958.49,Product C,894419,London
1721,2022-09-12,564.94,Product D,897035,London
8758,2022-09-13,600.08,Product D,895256,Tokyo
1960,2022-09-13,245.31,Product D,897602,Tokyo
1108,2022-09-13,1660.77,Product A,894136,New York
2911,2022-09-13,524.34,Product D,890972,London
1721,2022-09-13,907.99,Product B,897033,Paris
2526,2022-09-13,615.18,Product B,893993,Paris
5742,2022-09-13,580.24,Product D,892522,New York
2869,2022-09-13,488.85,Product D,896739,London
1992,2022-09-13,895.04,Product B,893278,Tokyo
9393,2022-09-13,200.31,Product C,892481,Paris
2035,2022-09-13,816.42,Product B,895015,Tokyo
1190,2022-09-13,289.13,Product C,895141,Paris
8483,2022-09-13,894.41,Product C,890058,New York
7022,2022-09-13,836.05,Product D,897373,Tokyo
2035,2022-09-13,1178.65,Product B,895026,Tokyo
8195,2022-09-13,886.76,Product A,890876,London
2041,2022-09-13,1575.09,Product B,894029,London
4510,2022-09-13,934.46,Product B,894381,Tokyo
2975,2022-09-13,684.56,Product D,897119,Tokyo
5087,2022-09-13,975.11,Product B,890276,Paris
8982,2022-09-13,1295.83,Product D,895226,New York
6598,2022-09-13,1319.14,Product D,897561,Paris
6644,2022-09-13,1007.14,Product A,895516,Paris
7785,2022-09-13,807.33,Product A,892150,New York
8317,2022-09-13,321.49,Product C,890067,Paris
4762,2022-09-14,952.53,Product A,891842,New York
3399,2022-09-14,1949.34,Product D,892275,Paris
9674,2022-09-14,1610.5,Product A,892840,Tokyo
3804,2022-09-14,437.25,Product B,895332,New York
2101,2022-09-14,213.0,Product A,891792,Tokyo
1108,2022-09-14,1516.08,Product A,894113,New York
7025,2022-09-14,320.4,Product A,896186,Paris
9564,2022-09-14,828.79,Product A,890815,Tokyo
2890,2022-09-14,187.73,Product B,896222,New York
4157,2022-09-14,397.66,Product B,891000,Paris
9289,2022-09-14,421.85,Product C,893171,New York
1992,2022-09-14,779.46,Product C,893280,Tokyo
9821,2022-09-14,536.2,Product C,891350,Paris
2940,2022-09-14,1019.12,Product B,894590,Tokyo
8254,2022-09-14,547.46,Product D,893206,Tokyo
2765,2022-09-14,353.95,Product D,896251,Tokyo
3735,2022-09-14,500.13,Product A,892997,New York
5742,2022-09-14,732.25,Product B,892519,London
2404,2022-09-14,1497.59,Product A,896318,London
9747,2022-09-14,896.77,Product B,892331,Paris
6482,2022-09-14,531.15,Product A,890572,London
6850,2022-09-15,1712.19,Product B,896557,Paris
7557,2022-09-15,936.22,Product D,893829,New York
3709,2022-09-15,1207.17,Product D,890521,Tokyo
7461,2022-09-15,674.08,Product C,890490,Paris
4054,2022-09-15,432.97,Product C,891431,Tokyo
7870,2022-09-15,86.06,Product D,891602,Tokyo
2228,2022-09-15,532.9,Product C,890156,New York
1212,2022-09-15,594.57,Product C,895990,New York
7334,2022-09-15,796.08,Product C,892719,Tokyo
9622,2022-09-15,674.69,Product B,897231,Paris
9462,2022-09-15,444.31,Product B,897105,Tokyo
2075,2022-09-15,1161.45,Product D,892416,London
6816,2022-09-15,1329.54,Product C,891214,New York
5179,2022-09-15,373.68,Product D,896367,Tokyo
4371,2022-09-15,1511.6,Product A,892187,New York
8982,2022-09-15,1003.77,Product A,895229,New York
7418,2022-09-15,937.33,Product C,892313,Tokyo
3221,2022-09-16,881.44,Product C,896204,Tokyo
5809,2022-09-16,270.95,Product B,891550,Paris
3578,2022-09-16,861.85,Product A,893016,Paris
6850,2022-09-16,1079.81,Product C,896546,Paris
6277,2022-09-16,1152.41,Product D,894787,Tokyo
3937,2022-09-16,570.8,Product B,890797,New York
2344,2022-09-16,926.62,Product A,892153,Paris
5521,2022-09-16,181.36,Product B,893396,London
8429,2022-09-16,719.5,Product A,891034,London
9311,2022-09-16,274.09,Product C,896911,London
4214,2022-09-16,148.18,Product C,892752,New York
7437,2022-09-16,1034.81,Product C,892926,London
8579,2022-09-16,1484.95,Product C,891735,London
8195,2022-09-16,810.43,Product C,890868,London
4154,2022-09-16,1064.02,Product B,892591,New York
8579,2022-09-16,1320.52,Product C,891738,Tokyo
2988,2022-09-16,1216.21,Product C,893900,Paris
7557,2022-09-16,1673.51,Product A,893821,Paris
9674,2022-09-16,921.58,Product D,892842,New York
9514,2022-09-16,714.78,Product A,893751,Tokyo
9954,2022-09-16,964.7,Product C,896130,New York
4150,2022-09-16,611.11,Product B,891799,Paris
7078,2022-09-16,237.65,Product C,895290,New York
4812,2022-09-16,419.0,Product B,892604,Tokyo
6236,2022-09-16,938.33,Product A,895448,Tokyo
1136,2022-09-16,781.92,Product C,890594,Tokyo
2035,2022-09-17,601.51,Product D,895007,Tokyo
3762,2022-09-17,368.14,Product D,894633,New York
4608,2022-09-17,1109.94,Product D,890017,Paris
1990,2022-09-17,1693.06,Product D,897674,Tokyo
6934,2022-09-17,439.1,Product D,894996,London
7418,2022-09-17,457.36,Product B,892311,Tokyo
9376,2022-09-17,1619.61,Product B,894609,London
1392,2022-09-17,1000.72,Product C,893850,London
3858,2022-09-17,181.6,Product B,890946,Tokyo
4743,2022-09-17,1049.38,Product D,893476,New York
4517,2022-09-17,625.53,Product B,897446,Paris
6295,2022-09-17,916.88,Product C,897258,Paris
4275,2022-09-17,851.8,Product C,892173,New York
5735,2022-09-17,132.02,Product D,895675,Paris
1514,2022-09-17,1239.45,Product C,897144,Paris
1500,2022-09-17,639.78,Product A,891885,London
5460,2022-09-17,805.23,Product C,894176,New York
8595,2022-09-17,637.09,Product C,896908,Paris
7078,2022-09-17,217.68,Product A,895286,Paris
8657,2022-09-18,475.95,Product C,896572,Paris
9328,2022-09-18,665.18,Product D,893254,Paris
9482,2022-09-18,1067.64,Product A,890050,New York
2988,2022-09-18,995.62,Product D,893904,Paris
8450,2022-09-18,569.67,Product C,897497,London
9897,2022-09-18,781.69,Product A,894695,New York
9821,2022-09-18,909.13,Product B,891342,Paris
3406,2022-09-18,1078.97,Product C,890429,London
7434,2022-09-18,692.23,Product C,894103,New York
7434,2022-09-18,664.43,Product A,894099,Paris
2489,2022-09-18,479.35,Product A,896120,Tokyo
1392,2022-09-18,918.81,Product C,893845,London
6068,2022-09-18,311.55,Product C,891678,Tokyo
5687,2022-09-19,771.21,Product D,897172,Tokyo
4982,2022-09-19,1540.06,Product C,897716,Tokyo
2988,2022-09-19,1010.08,Product A,893897,New York
6236,2022-09-19,1016.06,Product D,895453,London
8982,2022-09-19,673.18,Product B,895247,Paris
3926,2022-09-19,716.89,Product D,897264,New York
9289,2022-09-19,701.31,Product C,893175,New York
4990,2022-09-19,375.39,Product D,890954,Paris
4646,2022-09-19,180.1,Product D,896074,London
8705,2022-09-19,475.39,Product C,890146,Tokyo
1828,2022-09-19,613.59,Product D,895163,New York
3879,2022-09-19,449.9,Product A,895167,London
1212,2022-09-19,691.29,Product D,896000,Tokyo
3173,2022-09-19,727.26,Product A,895686,Paris
5350,2022-09-19,367.49,Product D,895082,Tokyo
9510,2022-09-19,1150.64,Product C,895491,New York
9008,2022-09-19,1798.86,Product C,890676,Paris
2294,2022-09-19,164.45,Product C,892942,London
3399,2022-09-19,1849.93,Product A,892267,London
7437,2022-09-19,1041.49,Product A,892920,London
8879,2022-09-19,1768.65,Product C,894535,New York
3384,2022-09-19,534.63,Product B,895876,New York
8311,2022-09-20,118.66,Product B,891541,London
9289,2022-09-20,559.91,Product C,893174,New York
5687,2022-09-20,1536.15,Product B,897184,Paris
2501,2022-09-20,260.69,Product B,895365,New York
8370,2022-09-20,828.25,Product A,895970,London
2501,2022-09-20,291.66,Product C,895364,Paris
3880,2022-09-20,647.87,Product B,897544,Paris
5105,2022-09-20,394.0,Product B,891453,Tokyo
2658,2022-09-20,1502.22,Product D,895896,London
5254,2022-09-20,345.29,Product C,891382,London
1500,2022-09-20,614.54,Product D,891887,New York
6634,2022-09-20,594.06,Product B,892224,Paris
4868,2022-09-20,1081.41,Product C,897001,London
6210,2022-09-20,1111.23,Product D,896587,Paris
9761,2022-09-20,1557.13,Product C,894964,London
4614,2022-09-20,1715.82,Product B,891985,Tokyo
8814,2022-09-20,332.11,Product A,890002,London
5905,2022-09-20,230.35,Product B,897487,London
4562,2022-09-21,557.56,Product A,895826,New York
5215,2022-09-21,584.68,Product C,895647,Paris
6420,2022-09-21,851.81,Product B,892867,New York
1711,2022-09-21,505.51,Product B,895747,Paris
1530,2022-09-21,540.93,Product C,894818,Tokyo
5622,2022-09-21,219.38,Product C,892103,New York
4150,2022-09-21,952.74,Product D,891812,New York
4150,2022-09-21,947.23,Product B,891795,Paris
6400,2022-09-21,1539.96,Product A,895319,Paris
4986,2022-09-21,448.1,Product C,892445,Tokyo
2336,2022-09-21,361.47,Product B,892113,New York
3878,2022-09-21,950.31,Product D,891051,Paris
2336,2022-09-21,498.16,Product C,892110,London
7025,2022-09-21,355.69,Product D,896183,Paris
4608,2022-09-21,1379.94,Product B,890020,Paris
2188,2022-09-21,200.5,Product C,890003,New York
8273,2022-09-21,1243.27,Product B,896230,Paris
4510,2022-09-21,543.79,Product D,894382,New York
1120,2022-09-21,973.44,Product C,894223,New York
5471,2022-09-21,637.71,Product A,893551,Paris
3662,2022-09-21,983.93,Product B,893372,New York
9210,2022-09-21,931.61,Product C,894156,London
5201,2022-09-21,651.17,Product D,896080,London
1193,2022-09-22,1680.7,Product D,895393,Tokyo
1029,2022-09-22,607.24,Product A,897634,New York
9797,2022-09-22,435.26,Product D,896257,Paris
6295,2022-09-22,783.28,Product B,897251,Paris
3450,2022-09-22,191.17,Product A,893974,Paris
4892,2022-09-22,581.55,Product D,894258,Paris
7821,2022-09-22,1011.73,Product B,893518,Paris
4157,2022-09-22,609.23,Product B,891006,London
4538,2022-09-22,89.22,Product D,896699,Tokyo
9426,2022-09-22,1011.37,Product D,896617,London
2843,2022-09-22,1090.49,Product D,893424,New York
3793,2022-09-22,379.08,Product C,892712,Paris
1517,2022-09-22,579.33,Product B,894643,Paris
4675,2022-09-22,856.3,Product A,895917,Paris
6939,2022-09-22,286.66,Product B,894514,Tokyo
9268,2022-09-22,555.24,Product C,892756,Tokyo
8770,2022-09-22,1183.81,Product B,890560,Tokyo
9128,2022-09-23,665.64,Product A,890121,Paris
3704,2022-09-23,687.7,Product B,896808,New York
5938,2022-09-23,1234.02,Product B,897666,London
5813,2022-09-23,122.69,Product B,890809,London
9740,2022-09-23,950.94,Product D,890653,New York
9426,2022-09-23,962.14,Product D,896623,London
5664,2022-09-23,854.54,Product C,895213,Paris
9004,2022-09-23,960.44,Product D,894575,London
1803,2022-09-23,336.69,Product C,890775,New York
6598,2022-09-23,1340.23,Product D,897568,Tokyo
5687,2022-09-23,873.9,Product A,897174,Tokyo
7693,2022-09-23,135.3,Product D,893663,Paris
6303,2022-09-23,477.4,Product C,895856,New York
7708,2022-09-23,1358.03,Product B,896721,Tokyo
6134,2022-09-23,495.25,Product B,895062,London
7146,2022-09-23,618.88,Product A,893743,Paris
1029,2022-09-23,819.69,Product C,897618,New York
6399,2022-09-23,982.39,Product C,893707,Tokyo
7932,2022-09-23,367.47,Product A,896467,London
9901,2022-09-23,398.29,Product A,894334,Tokyo
7511,2022-09-23,237.85,Product D,896267,Tokyo
5040,2022-09-23,510.65,Product C,895850,London
4302,2022-09-23,566.75,Product C,890262,Tokyo
3219,2022-09-23,311.16,Product B,892381,Tokyo
1643,2022-09-24,585.74,Product B,894480,Tokyo
1011,2022-09-24,909.76,Product D,892729,Tokyo
6499,2022-09-24,661.07,Product A,895120,Paris
8449,2022-09-24,174.35,Product A,890741,London
6188,2022-09-24,283.49,Product A,892939,London
3662,2022-09-24,944.22,Product D,893368,New York
8432,2022-09-24,114.47,Product B,892766,London
9907,2022-09-24,174.71,Product A,896468,Tokyo
8612,2022-09-24,470.86,Product A,895599,Tokyo
8195,2022-09-24,979.88,Product C,890881,New York
2658,2022-09-24,1750.2,Product A,895886,Paris
8598,2022-09-24,521.3,Product D,897057,London
8123,2022-09-24,148.25,Product D,891149,London
9747,2022-09-24,1589.6,Product D,892329,Paris
6499,2022-09-24,725.51,Product B,895113,Paris
7981,2022-09-24,698.73,Product A,891165,Paris
5059,2022-09-24,1422.97,Product D,892132,Paris
8405,2022-09-24,324.06,Product A,894171,London
2747,2022-09-24,661.64,Product D,891835,New York
6420,2022-09-24,673.96,Product C,892870,Paris
1972,2022-09-24,535.79,Product C,894681,Paris
7797,2022-09-24,965.04,Product C,890424,Tokyo
9328,2022-09-24,1118.21,Product D,893260,London
3578,2022-09-24,545.75,Product B,893020,New York
6210,2022-09-24,1415.48,Product A,896596,New York
8616,2022-09-24,506.71,Product A,893531,New York
7821,2022-09-25,802.86,Product A,893513,Tokyo
6327,2022-09-25,571.06,Product C,897217,New York
3384,2022-09-25,740.26,Product A,895875,New York
3262,2022-09-25,274.3,Product B,894274,London
6236,2022-09-25,1341.29,Product C,895449,Tokyo
5494,2022-09-25,552.86,Product D,890200,New York
8179,2022-09-25,535.13,Product D,895843,Tokyo
3832,2022-09-25,616.9,Product D,894090,Paris
6582,2022-09-25,508.74,Product C,895616,Tokyo
9747,2022-09-25,1241.68,Product B,892341,New York
7022,2022-09-25,1361.13,Product C,897375,Paris
1392,2022-09-25,551.65,Product C,893857,London
2879,2022-09-25,426.92,Product C,895370,London
3535,2022-09-25,479.4,Product D,895301,London
9700,2022-09-25,586.11,Product D,891666,New York
5687,2022-09-25,956.3,Product D,897176,Tokyo
5933,2022-09-25,151.36,Product B,892165,Tokyo
9538,2022-09-25,1210.21,Product C,895355,London
8450,2022-09-25,483.68,Product C,897496,London
2747,2022-09-25,552.86,Product B,891828,New York
3709,2022-09-25,998.41,Product D,890528,New York
3634,2022-09-25,796.41,Product D,892773,New York
1392,2022-09-26,1077.54,Product A,893847,London
6703,2022-09-26,601.47,Product D,892796,Tokyo
2118,2022-09-26,512.62,Product A,893978,Paris
5582,2022-09-26,1003.33,Product D,896659,London
3392,2022-09-26,547.47,Product D,890964,Paris
3150,2022-09-26,1567.91,Product D,894298,Tokyo
8879,2022-09-26,1592.84,Product B,894556,New York
7955,2022-09-26,672.07,Product A,890618,Tokyo
3521,2022-09-26,485.82,Product B,895550,Paris
8821,2022-09-26,406.74,Product A,893240,New York
2791,2022-09-26,642.02,Product D,895424,Tokyo
4751,2022-09-26,813.47,Product A,893164,New York
2404,2022-09-26,1205.28,Product C,896342,London
5471,2022-09-26,654.53,Product A,893544,New York
4483,2022-09-26,768.85,Product A,895189,London
7981,2022-09-27,1283.95,Product C,891161,London
1392,2022-09-27,819.67,Product C,893853,London
4920,2022-09-27,132.81,Product A,895607,Tokyo
1715,2022-09-27,1420.35,Product D,892538,Tokyo
8001,2022-09-27,866.55,Product D,896831,New York
5742,2022-09-27,796.51,Product B,892518,London
3131,2022-09-27,1696.96,Product B,891242,London
2501,2022-09-27,271.23,Product D,895362,Paris
2970,2022-09-27,559.1,Product C,897726,New York
9806,2022-09-27,131.24,Product C,896644,Paris
4863,2022-09-27,569.85,Product C,894529,Tokyo
5438,2022-09-27,968.5,Product A,892438,Tokyo
9589,2022-09-27,342.86,Product C,891884,Tokyo
3871,2022-09-27,1182.49,Product C,895035,Tokyo
4116,2022-09-27,575.17,Product C,894387,Paris
5920,2022-09-27,1409.97,Product C,891643,London
2417,2022-09-27,559.16,Product B,892246,Tokyo
2075,2022-09-27,1522.94,Product B,892403,Paris
8199,2022-09-27,544.24,Product B,894313,New York
5285,2022-09-27,695.22,Product D,895074,New York
9266,2022-09-27,915.48,Product D,895099,Paris
9426,2022-09-28,1771.9,Product A,896624,London
1212,2022-09-28,340.53,Product D,895991,Tokyo
9669,2022-09-28,732.95,Product A,891964,New York
8579,2022-09-28,1888.46,Product C,891750,Tokyo
4714,2022-09-28,291.34,Product D,896024,New York
6328,2022-09-28,150.25,Product D,897188,New York
5558,2022-09-28,595.63,Product B,896195,Tokyo
1500,2022-09-28,408.19,Product A,891893,London
9674,2022-09-28,1785.55,Product B,892836,New York
6077,2022-09-28,800.74,Product A,890706,Tokyo
2041,2022-09-28,783.17,Product A,894027,London
7670,2022-09-28,1720.72,Product B,894210,Tokyo
6399,2022-09-28,1074.07,Product B,893698,Tokyo
2747,2022-09-28,716.35,Product D,891829,New York
5201,2022-09-28,350.53,Product A,896077,Tokyo
7939,2022-09-28,553.21,Product D,892958,Tokyo
4804,2022-09-28,918.68,Product C,891705,New York
1601,2022-09-28,106.82,Product C,891076,Paris
2940,2022-09-28,1372.17,Product C,894579,New York
1721,2022-09-28,609.01,Product A,897025,Paris
4608,2022-09-28,1276.61,Product D,890010,Paris
9864,2022-09-28,389.99,Product D,890191,New York
8225,2022-09-28,256.68,Product A,892661,Paris
5438,2022-09-29,1430.41,Product A,892427,London
4675,2022-09-29,678.83,Product B,895915,Paris
3262,2022-09-29,170.02,Product B,894273,Paris
1886,2022-09-29,226.84,Product C,892386,Paris
2425,2022-09-29,727.31,Product D,893119,London
9835,2022-09-29,160.81,Product D,891016,London
9064,2022-09-29,645.78,Product C,894337,Paris
9129,2022-09-29,551.91,Product C,891070,New York
7883,2022-09-29,1621.11,Product A,893195,New York
5334,2022-09-29,1335.99,Product D,896462,New York
6399,2022-09-29,1175.52,Product B,893704,Tokyo
7557,2022-09-29,1725.65,Product A,893819,New York
2551,2022-09-29,454.63,Product B,893799,Paris
8135,2022-09-29,1694.93,Product C,891363,New York
4617,2022-09-29,1669.14,Product D,894934,London
5521,2022-09-29,282.71,Product C,893395,Tokyo
3607,2022-09-29,1198.36,Product C,896005,New York
9700,2022-09-29,633.27,Product A,891648,Paris
9756,2022-09-29,204.15,Product B,893380,Tokyo
4196,2022-09-29,931.87,Product A,896705,London
3417,2022-09-29,841.54,Product D,895183,Tokyo
5334,2022-09-30,1273.22,Product B,896439,New York
5334,2022-09-30,864.43,Product B,896450,New York
1990,2022-09-30,1741.15,Product B,897678,Tokyo
6228,2022-09-30,276.3,Product D,891769,New York
2234,2022-09-30,286.73,Product B,891293,London
1500,2022-09-30,787.52,Product B,891894,New York
3804,2022-09-30,460.75,Product A,895334,London
8863,2022-09-30,160.6,Product A,893771,Tokyo
8362,2022-09-30,761.99,Product C,892291,London
9482,2022-09-30,605.88,Product D,890049,Tokyo
9689,2022-09-30,998.23,Product D,896029,Paris
3267,2022-09-30,595.88,Product C,897207,Paris
9105,2022-09-30,1277.14,Product B,892088,Paris
9008,2022-09-30,1181.54,Product C,890668,Tokyo
9571,2022-09-30,519.26,Product C,891412,London
3287,2022-09-30,717.23,Product A,891785,Tokyo
8195,2022-09-30,743.64,Product C,890878,New York
5371,2022-10-01,809.7,Product B,891248,London
4275,2022-10-01,652.68,Product A,892172,New York
9482,2022-10-01,534.22,Product A,890029,New York
4751,2022-10-01,492.28,Product A,893157,Paris
9747,2022-10-01,794.36,Product A,892328,Paris
9802,2022-10-01,138.11,Product D,893299,Paris
4291,2022-10-01,481.44,Product B,891529,Paris
9465,2022-10-01,1580.76,Product D,891945,London
4675,2022-10-01,1130.73,Product A,895909,Paris
2502,2022-10-01,717.57,Product C,897588,London
5469,2022-10-01,1316.69,Product C,893614,Paris
6295,2022-10-01,594.15,Product D,897249,Paris
9128,2022-10-01,416.56,Product A,890123,Paris
1992,2022-10-01,760.89,Product C,893274,London
4387,2022-10-01,1343.75,Product D,895137,Tokyo
2417,2022-10-01,923.08,Product B,892254,Paris
6598,2022-10-02,1809.31,Product C,897558,Paris
2809,2022-10-02,197.65,Product C,890845,New York
1685,2022-10-02,415.81,Product C,894861,London
6277,2022-10-02,942.48,Product D,894788,Tokyo
2417,2022-10-02,859.39,Product D,892242,Tokyo
2582,2022-10-02,858.68,Product C,896097,London
4868,2022-10-02,1663.13,Product D,896996,London
8575,2022-10-02,153.86,Product A,895391,London
7981,2022-10-02,1181.69,Product D,891150,Paris
1207,2022-10-02,456.38,Product A,897081,Tokyo
9328,2022-10-02,955.94,Product C,893265,Paris
4291,2022-10-02,502.02,Product C,891525,London
6869,2022-10-02,317.06,Product A,896478,Paris
5938,2022-10-02,795.08,Product B,897653,London
2902,2022-10-02,576.49,Product D,890769,New York
8529,2022-10-02,243.22,Product D,890140,Paris
5471,2022-10-02,729.8,Product A,893547,Paris
4923,2022-10-02,209.77,Product A,890475,New York
3719,2022-10-02,340.41,Product A,894881,London
1813,2022-10-02,470.59,Product B,893298,London
2036,2022-10-02,1312.51,Product A,896142,London
1514,2022-10-02,904.09,Product D,897145,Tokyo
7484,2022-10-03,677.98,Product D,890993,Tokyo
3287,2022-10-03,506.45,Product A,891780,Paris
3634,2022-10-03,738.9,Product D,892777,Tokyo
2691,2022-10-03,527.97,Product A,895639,London
4555,2022-10-03,1022.48,Product B,894004,London
9669,2022-10-03,723.98,Product A,891957,Paris
2791,2022-10-03,453.53,Product B,895422,Tokyo
8179,2022-10-03,521.18,Product D,895836,New York
4675,2022-10-03,730.82,Product D,895912,Paris
7256,2022-10-03,366.51,Product C,894141,London
8542,2022-10-03,863.35,Product B,892896,Tokyo
6319,2022-10-03,429.01,Product D,896972,London
9210,2022-10-03,462.36,Product A,894160,New York
9129,2022-10-03,302.88,Product A,891072,Paris
8770,2022-10-03,1188.8,Product B,890568,Tokyo
2494,2022-10-03,264.01,Product B,890950,London
4913,2022-10-03,317.94,Product A,897074,Paris
9821,2022-10-03,1006.06,Product A,891345,London
9510,2022-10-04,776.65,Product B,895479,Paris
1193,2022-10-04,1563.7,Product C,895398,Paris
8982,2022-10-04,739.07,Product B,895223,New York
8504,2022-10-04,880.34,Product A,895205,Paris
4675,2022-10-04,1093.6,Product A,895919,Tokyo
2582,2022-10-04,732.57,Product C,896098,London
